Country,Product,Import_Export,Quantity,Value,Date,Category,Port,Customs_Code,Weight,Shipping_Method,Supplier,Customer,Invoice_Number,Payment_Terms,Total_Value
French Polynesia,think,Import,2781,6517.25,29-09-2020,Clothing,North Jessica,316823,318.96,Land,"Burns, Griffin and Burke",Jessica Johnson,15640930,Net 30,18124472.0
Japan,push,Export,9793,467.19,01-12-2022,Machinery,East Karen,994422,4190.73,Air,"Hoffman, Burke and Reese",Elijah Houston,54790073,Cash on Delivery,4575192.0
Trinidad and Tobago,another,Import,6381,7682.15,23-08-2022,Clothing,Kellymouth,498385,2951.92,Sea,Lyons Group,Mark Buck,76315103,Net 30,49019799.0
Bhutan,make,Import,4919,8635.6,15-09-2019,Clothing,Johnland,901568,2661.27,Air,Nielsen LLC,Mark Johnson,31961994,Net 60,42478516.0
Korea,make,Export,6650,8798.95,31-05-2020,Furniture,Lake Tracyhaven,246242,4390.4,Land,Macdonald-West,Jennifer Francis,1864259,Net 60,58513018.0
Romania,policy,Import,8637,3513.26,25-01-2024,Machinery,East Joseph,913622,2703.54,Air,Joseph PLC,Terry Rivas,76215968,Net 30,30344027.0
Slovenia,may,Export,5581,8987.34,13-03-2021,Machinery,Markville,210204,1442.1,Air,Burns PLC,Kathy Keller,25469320,Prepaid,50158345.0
Nauru,church,Export,338,1647.8,01-08-2021,Furniture,Marquezshire,253161,2507.6,Sea,Walker PLC,Leslie Mitchell,72223678,Cash on Delivery,556956.0
Gabon,suggest,Import,1762,1177.7,15-05-2021,Machinery,Martinezville,706918,4300.2,Land,"Arellano, Johnson and Smith",Karen Wells,63783744,Net 60,2075107.0
Guam,collection,Export,4273,2306.91,18-05-2020,Machinery,Anthonybury,123458,3790.79,Land,Shelton and Sons,Virginia Macdonald,54377897,Net 30,9857426.0
Fiji,offer,Import,3089,6862.25,31-08-2023,Furniture,Parkfort,741067,403.06,Land,Fisher Ltd,Cynthia Villegas,65812806,Prepaid,21197490.0
Nepal,fall,Import,3858,1688.61,07-11-2022,Furniture,Michaelstad,382770,3651.74,Land,Morrison-Spears,Brenda Cooley,13996779,Net 60,6514657.0
Nepal,seven,Export,1458,1264.99,14-04-2020,Furniture,West Cody,683052,2458.35,Land,"Phillips, Hansen and Morgan",Stephen Wallace,56786318,Cash on Delivery,1844355.0
Uzbekistan,best,Export,641,4147.25,14-07-2023,Clothing,Gloriaton,664421,1403.83,Sea,Robinson-Martinez,Lisa Klein,87202553,Prepaid,2658387.0
Poland,character,Export,8788,1093.83,11-06-2022,Clothing,Port Johnny,515319,2320.21,Sea,"Higgins, Wright and Dean",Jonathan Cook,85134871,Net 30,9612578.0
Georgia,water,Export,9348,5062.67,28-02-2022,Clothing,West Christine,976908,791.94,Sea,Johnson Ltd,Gregory White,4644039,Prepaid,47325839.0
Tunisia,student,Export,7005,931.27,28-01-2023,Clothing,Lake Timothyport,465378,4526.59,Sea,"Hayes, Smith and Walker",Norman Roberts,75775382,Cash on Delivery,6523546.0
Vietnam,respond,Export,5672,5316.73,18-03-2020,Toys,Smithbury,258589,2605.12,Land,"Hayes, Hall and Rojas",Alexander Cruz,50578772,Net 30,30156493.0
Nepal,important,Export,5357,4702.84,09-09-2020,Clothing,Hilltown,168341,2173.06,Sea,Robbins Ltd,Heather Williams,62431264,Net 60,25193114.0
Bolivia,budget,Import,27,9643.38,29-10-2019,Machinery,Carrollhaven,267323,4172.96,Air,"Paul, Saunders and Carroll",Ryan Hammond,56616759,Cash on Delivery,260371.0
Saint Lucia,say,Import,5845,2479.79,17-06-2022,Electronics,East Marissa,754648,3986.67,Air,Holland-Parker,Lisa Walker,37042319,Prepaid,14494373.0
Chile,it,Import,6,6308.9,06-09-2020,Machinery,Matthewside,986547,3112.01,Air,Smith-Luna,Jason Jones,50125477,Net 60,37853.0
Netherlands Antilles,effort,Export,145,4288.72,11-11-2021,Machinery,East Kimberlyborough,543185,898.17,Land,Alexander-Andrews,Alexandra Collins,61430561,Net 30,621864.0
Vanuatu,address,Export,3806,1885.13,17-01-2024,Toys,Drewfort,322226,3612.02,Sea,"Noble, Schmidt and Lawrence",Monica Henry,9932265,Prepaid,7174805.0
Mongolia,down,Export,9825,1541.23,25-08-2020,Toys,Lake Mariaport,453072,468.02,Air,Smith Inc,Megan Turner,59122682,Cash on Delivery,15142585.0
Iceland,whom,Import,4121,5341.59,23-02-2024,Electronics,West Evan,557670,948.54,Land,Hernandez-Freeman,Amy Fuentes,74247874,Prepaid,22012692.0
Venezuela,will,Import,470,1170.9,09-07-2021,Machinery,West Lindaland,886020,3112.78,Land,Keith Inc,Krista Smith,80874070,Cash on Delivery,550323.0
Honduras,now,Import,9349,6202.98,07-04-2023,Electronics,West Jamesview,863642,3283.64,Land,Hull-Ellis,Matthew Griffin,33238281,Cash on Delivery,57991660.0
Argentina,share,Import,5104,5475.06,28-09-2019,Furniture,Christyside,376202,2565.52,Land,Trujillo-Petersen,Kenneth Mitchell,59630006,Net 60,27944706.0
Lebanon,foot,Import,1349,3559.66,27-06-2021,Furniture,West Kenneth,225906,4321.7,Land,Barry-Martin,Cynthia Rivas,64612455,Cash on Delivery,4801981.0
Marshall Islands,structure,Export,8681,7271.79,08-12-2021,Furniture,Kleintown,489019,219.32,Sea,Allison-Barnes,Carlos Jackson,64522695,Net 60,63126409.0
Brunei Darussalam,yourself,Export,1554,5881.19,31-07-2023,Toys,North Angela,731074,4618.7,Land,Webb-Romero,Christina Atkinson,70101006,Net 30,9139369.0
Comoros,upon,Import,4460,2800.89,11-11-2020,Clothing,Lake Williamville,373108,210.24,Land,Perkins-Martinez,Michelle Harris,78091699,Prepaid,12491969.0
Vanuatu,score,Import,4280,5336.48,01-12-2020,Electronics,South Nicole,305209,2024.26,Land,"Marshall, Mckay and Lee",Joseph Bradford,53812350,Cash on Delivery,22840134.0
Romania,range,Export,6970,6502.66,15-03-2020,Toys,Potterberg,595339,4683.46,Sea,Lee Group,Lauren Schneider,61657611,Cash on Delivery,45323540.0
Dominica,watch,Export,6183,4019.29,07-02-2020,Electronics,Danielfurt,729205,1643.96,Sea,"Kim, Henderson and Mendoza",Leonard Thompson,59339233,Cash on Delivery,24851270.0
United Arab Emirates,major,Export,5624,4876.23,18-08-2023,Furniture,West Stevenmouth,516328,2866.99,Land,Chavez PLC,Todd Smith,83085229,Cash on Delivery,27423918.0
Vietnam,minute,Import,7625,8015.71,14-11-2022,Toys,Kaiserburgh,971313,4359.93,Land,Mitchell PLC,Gregory Stout,54597724,Cash on Delivery,61119789.0
Cote d'Ivoire,remember,Import,8277,1642.8,24-04-2023,Machinery,East Deborah,419626,1721.65,Sea,Brooks Inc,Heather Taylor,44731625,Net 30,13597456.0
Cook Islands,during,Import,1276,2634.44,10-06-2024,Furniture,Port Tonya,904683,1331.28,Sea,Norris-Watson,Heather Mckinney,40705906,Cash on Delivery,3361545.0
Indonesia,activity,Import,4105,9966.3,09-05-2022,Electronics,Lake Michael,999388,3091.03,Land,Wright-Delgado,Yesenia Kennedy,45378276,Cash on Delivery,40911662.0
Ecuador,kitchen,Import,8286,9995.06,08-12-2021,Toys,North Molly,935562,4055.9,Land,Graves LLC,Veronica York,1805688,Net 30,82819067.0
Northern Mariana Islands,stuff,Import,1028,2265.45,13-04-2022,Toys,North Kyle,678377,3130.86,Air,"Garcia, West and Barrett",Carol Allen,6366481,Prepaid,2328883.0
Austria,blue,Import,7585,5446.89,15-07-2020,Machinery,Lindamouth,733502,3201.94,Sea,Hampton-Rodriguez,Mrs. Jo Austin DDS,22393883,Prepaid,41314661.0
Trinidad and Tobago,staff,Import,7677,4388.12,30-03-2020,Electronics,New Gloria,820275,3591.57,Land,"Mendoza, Walker and Baker",Samuel Meyers,42138183,Cash on Delivery,33687597.0
Montenegro,list,Export,8935,1973.66,26-05-2020,Clothing,West Heather,393138,1460.72,Land,"Thompson, Rios and Clark",Roger Taylor,2089976,Cash on Delivery,17634652.0
Guadeloupe,surface,Export,1200,279.12,04-02-2022,Furniture,West Matthew,370402,2123.44,Sea,Barton-Lewis,Mark Fox,99329282,Net 30,334944.0
Vietnam,investment,Export,2959,4596.53,09-07-2022,Electronics,Wardchester,891777,2358.71,Land,Barnes Ltd,Michael Becker,2935476,Net 60,13601132.0
Tuvalu,agreement,Import,4867,6607.02,23-07-2020,Machinery,Damonview,965880,1044.06,Sea,"Ryan, Warren and Porter",George Gardner,89727948,Prepaid,32156366.0
Guatemala,everyone,Import,3440,4514.82,25-09-2019,Clothing,New Alexanderfort,341844,3632.47,Sea,Thomas Inc,Rebecca Fuller,31517200,Net 60,15530981.0
Anguilla,brother,Import,6534,274.37,05-01-2024,Toys,Andreland,202272,2870.87,Land,"Elliott, Kennedy and Collins",Shawn Jimenez,96754947,Net 60,1792734.0
Bouvet Island (Bouvetoya),see,Import,9646,5422.47,18-04-2022,Furniture,Port Laurenside,396553,4934.96,Air,Thompson LLC,Amanda Smith,47167919,Net 30,52305146.0
Angola,price,Export,7952,2067.83,08-02-2021,Machinery,Port Katherine,519911,3680.7,Air,"Jenkins, Craig and Adams",Amanda Massey,77726531,Net 60,16443384.0
Dominica,they,Export,3678,4105.17,15-02-2021,Toys,Martinberg,149907,1532.17,Air,Mccormick-Woods,Daniel Stanton,568471,Cash on Delivery,15098815.0
Serbia,process,Export,8598,1231.15,01-02-2020,Clothing,Lynchshire,825576,242.44,Land,Weiss LLC,Taylor King,34984201,Net 30,10585428.0
Sao Tome and Principe,picture,Export,8035,5752.46,23-01-2022,Electronics,Phillipville,936211,3561.43,Air,Brown and Sons,John Munoz,71361003,Cash on Delivery,46221016.0
Lebanon,then,Import,2029,6549.58,04-02-2022,Electronics,Port Peterview,844897,3598.84,Sea,Reynolds Inc,Angela Harrington,12026033,Net 30,13289098.0
Norfolk Island,employee,Import,8208,4560.31,14-12-2019,Machinery,West Jennifer,640045,4581.69,Sea,Walker-Wood,Julia Walters,67045701,Net 60,37431024.0
Mauritius,or,Export,631,7725.63,18-12-2023,Furniture,Paigechester,758672,2690.36,Air,Thompson Inc,Tracy Hamilton,74703046,Cash on Delivery,4874873.0
Serbia,move,Export,8856,4968.03,09-03-2020,Machinery,New Leslie,441751,2254.79,Air,"Phillips, Nelson and Simon",Kurt Hartman,64387965,Prepaid,43996874.0
Isle of Man,read,Import,7366,7588.66,14-12-2023,Furniture,Andrewshire,644082,4889.79,Sea,Ayala-Shields,Robert Garcia,40933279,Net 30,55898070.0
Uzbekistan,look,Export,4969,8074.09,29-07-2022,Machinery,Morganberg,852030,3725.94,Land,Gregory LLC,Sally Adams,55088870,Net 60,40120153.0
Thailand,time,Import,9292,3141.64,03-07-2024,Furniture,Port Mitchell,565869,68.16,Land,"Hogan, French and Mendoza",Lindsey Anderson,90565419,Net 60,29192119.0
Guadeloupe,and,Import,2275,5316.21,23-05-2021,Toys,Nicholashaven,733562,2048.62,Air,"Crawford, White and Thompson",Heather Scott,47294741,Net 60,12094378.0
France,show,Import,7644,4971.18,15-05-2024,Electronics,West Brandy,290973,1672.01,Sea,Mckenzie PLC,Justin Colon,47283759,Prepaid,37999700.0
British Indian Ocean Territory (Chagos Archipelago),south,Import,5178,7696.51,16-11-2022,Furniture,Cathymouth,435086,1664.85,Air,"Melton, Garcia and Walker",Juan Reed,58509379,Cash on Delivery,39852529.0
Andorra,character,Export,794,1915.44,16-07-2022,Furniture,Lake Keith,889483,744.17,Land,"Ortiz, Kelly and Guerrero",Brenda Robinson,50420840,Cash on Delivery,1520859.0
Sudan,produce,Export,9580,6951.89,20-09-2022,Toys,New Michele,108220,1568.03,Sea,Reynolds Ltd,Valerie Jones,92605937,Prepaid,66599106.0
Western Sahara,condition,Import,2731,613.46,22-11-2021,Clothing,Bradfordville,649844,1331.25,Land,"Jackson, Richardson and Reynolds",Roy Carter,15353147,Net 30,1675359.0
Cameroon,paper,Import,5131,2350.89,27-12-2019,Furniture,Port Christian,726593,2127.36,Land,Chan-Hancock,David Paul,37762975,Net 30,12062417.0
Sweden,above,Import,3354,9269.96,13-11-2023,Toys,East Annaland,203024,1291.48,Land,Villanueva LLC,Adam Farrell,61700846,Net 60,31091446.0
Saint Helena,place,Import,6087,375.24,11-03-2021,Electronics,Spencerport,999768,1496.18,Land,"Robles, Smith and Hopkins",Donald Calderon DDS,25550613,Prepaid,2284086.0
Mongolia,hard,Export,6816,6680.9,01-08-2024,Furniture,Austinborough,536592,2654.52,Sea,"Walker, Macdonald and Lin",Mr. Craig Martinez,37304901,Cash on Delivery,45537014.0
Bangladesh,executive,Import,1074,1944.73,04-09-2020,Furniture,Michaelmouth,802962,4290.77,Land,"Walker, Stanley and Brown",Vincent Long,9852492,Net 30,2088640.0
Libyan Arab Jamahiriya,night,Export,2864,357.75,20-01-2020,Clothing,Port Stephenburgh,664539,4443.06,Sea,Phillips-Yoder,Elizabeth Williams,3645810,Net 60,1024596.0
Mexico,popular,Import,8549,9002.87,21-06-2020,Machinery,South Paul,634456,16.07,Air,"Booth, Powell and Velez",Steven Garza,20840480,Net 60,76965536.0
Wallis and Futuna,feel,Export,3667,6127.28,23-12-2020,Clothing,East Phillip,597626,3503.2,Land,"Rivera, Lloyd and Chandler",Amanda Duffy,2787651,Prepaid,22468736.0
Albania,site,Import,5386,1243.94,01-01-2023,Toys,Port Jennifer,519962,3638.64,Land,Dixon and Sons,Andrew Bryant,82170155,Net 60,6699861.0
North Macedonia,college,Export,5259,4739.68,04-06-2020,Electronics,New Mary,646373,1462.02,Land,Cook-Hawkins,Anna Morgan,98368908,Prepaid,24925977.0
Belize,knowledge,Import,6727,1751.81,15-02-2020,Toys,Parrishland,463577,3438.74,Sea,Davis-Smith,Cameron Hansen,55214629,Net 30,11784426.0
Solomon Islands,thought,Import,8447,4146.31,13-08-2020,Toys,Debramouth,541439,2332.08,Air,"Horton, Barrett and Day",Aaron Holt,34677813,Net 60,35023881.0
New Caledonia,left,Import,8941,5960.96,01-09-2020,Clothing,Seanborough,370560,1277.04,Sea,Clarke-Powell,Johnny Johnson,18279584,Net 60,53296943.0
Martinique,culture,Export,1649,8156.93,16-11-2021,Clothing,Jamestown,957037,1717.22,Sea,"Snow, Young and Sherman",Sarah Andrade,3160568,Net 60,13450778.0
Palau,last,Export,8714,1327.78,30-05-2021,Machinery,Port Judithhaven,148661,927.87,Air,"King, Wood and Rogers",Kenneth Davis,31823852,Net 30,11570275.0
Luxembourg,player,Export,2785,1265.51,18-08-2021,Clothing,West Jill,122354,4249.08,Air,Dickson-Stevens,Haley Morris,49359245,Cash on Delivery,3524445.0
Equatorial Guinea,evidence,Export,8904,403.71,10-10-2022,Electronics,Port Alejandramouth,235183,1085.68,Land,"Holmes, Brock and Byrd",Teresa Chaney,39363062,Prepaid,3594634.0
Christmas Island,tree,Export,2575,5332.05,02-08-2023,Toys,Fernandezview,112820,4067.97,Sea,Hall-Benitez,Eric Cummings,8537177,Net 60,13730029.0
Falkland Islands (Malvinas),finally,Import,8078,3629.01,14-08-2021,Toys,Robertsonborough,151429,2023.83,Sea,Rivera-Murphy,Danielle Garcia,94629137,Prepaid,29315143.0
Cuba,huge,Import,9808,7097.68,20-07-2021,Toys,West Davidside,124938,4336.86,Air,Austin PLC,Allison Foley,79765725,Cash on Delivery,69614045.0
Suriname,become,Export,3445,4814.49,09-09-2023,Toys,Lake Krystalland,686728,3338.96,Sea,Smith LLC,Jason Carroll,51534265,Prepaid,16585918.0
Central African Republic,attention,Export,5389,6873.22,29-10-2019,Furniture,Everettchester,198030,1043.93,Land,Barber-Rogers,Brooke Villa,66942078,Prepaid,37039783.0
Zimbabwe,question,Import,8228,4861.41,30-12-2019,Toys,New Edwardhaven,550598,1091.78,Land,Bryant-Huang,Scott Ware,96387654,Net 30,39999681.0
Antigua and Barbuda,theory,Export,2364,2217.61,04-09-2022,Clothing,West Seanburgh,403762,2575.06,Air,Lang-Saunders,Kimberly Garcia,56759558,Net 60,5242430.0
United States of America,herself,Export,871,2785.71,01-09-2021,Clothing,Erinshire,879266,337.56,Land,Diaz Ltd,Gregory Bauer,9160644,Net 60,2426353.0
Cote d'Ivoire,head,Export,3733,6700.66,30-05-2022,Machinery,Wagnerside,934973,2697.17,Sea,Dixon-Cline,Ashley Pena,30596940,Net 30,25013564.0
Uzbekistan,keep,Import,7014,4207.1,23-07-2024,Toys,South Brenda,925943,1436.32,Sea,Krause-Durham,Brenda Campbell,77267291,Net 60,29508599.0
Myanmar,region,Import,8878,2057.77,19-09-2023,Toys,South John,777378,3231.06,Sea,Ramsey LLC,Cassandra Hatfield,88333069,Prepaid,18268882.0
Venezuela,represent,Import,2904,7962.07,18-08-2024,Clothing,Port Johnhaven,156821,4518.74,Air,"Soto, Sloan and Clark",Amanda Duncan,3162192,Cash on Delivery,23121851.0
Comoros,while,Export,710,6908.38,30-06-2024,Furniture,Port Daniellemouth,481184,2586.12,Sea,White Inc,Tiffany Turner,94622243,Cash on Delivery,4904950.0
Guinea,give,Import,5897,9843.55,09-10-2019,Clothing,Kristiview,803033,771.22,Sea,Solis LLC,Sarah Huang,21883274,Net 60,58047414.0
Zimbabwe,century,Import,2644,8821.12,14-03-2024,Toys,Port Cindy,650050,3195.99,Sea,Lawson-Turner,Jesse Clarke,25506470,Cash on Delivery,23323041.0
Senegal,lawyer,Export,397,4460.8,08-08-2020,Toys,Michaelport,547655,3336.81,Sea,Miller-Alvarez,Jose Gomez,23951830,Prepaid,1770938.0
Lesotho,worry,Import,6986,3559.53,06-10-2023,Toys,Lawrenceville,794123,3181.28,Sea,"Brown, Phillips and Carlson",Wendy Campbell,50364227,Net 60,24866877.0
Chile,red,Export,5128,4963.86,06-02-2020,Toys,New Michael,258706,4706.98,Air,"Acosta, Thompson and Pham",Kaitlyn Chambers,61051455,Cash on Delivery,25454674.0
Tanzania,third,Import,5223,1694.93,26-07-2024,Furniture,Port Tina,965809,4453.27,Sea,Bernard-Green,Valerie Tyler,63434585,Net 30,8852619.0
Nauru,sometimes,Export,8168,5876.7,24-10-2020,Electronics,North Nathan,784148,4501.56,Air,Williams-Juarez,Paul Hernandez,75990119,Cash on Delivery,48000886.0
Uganda,occur,Import,1633,7702.06,15-05-2021,Electronics,Donnaview,192398,3979.27,Land,Fitzgerald PLC,Brian Fox,47427405,Prepaid,12577464.0
Burundi,color,Import,2764,239.73,03-08-2024,Clothing,Dunnchester,538494,4663.39,Sea,Allen-Taylor,Neil Burton,14423059,Net 60,662614.0
Netherlands Antilles,others,Export,4173,5617.14,15-03-2024,Furniture,Davidchester,356183,2594.08,Land,Garcia-Robles,Paul Roberts,58019525,Cash on Delivery,23440325.0
British Indian Ocean Territory (Chagos Archipelago),area,Import,491,4903.81,15-03-2023,Electronics,Cochranchester,547139,1360.93,Air,White Inc,Stephanie Harris,46033433,Cash on Delivery,2407771.0
Slovenia,purpose,Export,342,4121.17,01-01-2020,Clothing,Spencerview,873042,2928.49,Sea,Rodriguez LLC,Lisa Murphy,3592266,Net 30,1409440.0
Uzbekistan,floor,Export,4609,8338.47,12-05-2024,Toys,Lake Kevinbury,247120,320.59,Sea,George and Sons,Mark Carrillo,44111757,Net 60,38432008.0
Georgia,add,Import,4171,9494.32,29-07-2023,Furniture,Andretown,581524,4372.79,Sea,"Gonzalez, Jones and Jones",Michael Thompson,77325204,Cash on Delivery,39600809.0
Antarctica (the territory South of 60 deg S),might,Export,7617,9558.44,21-12-2022,Electronics,Patricialand,860249,4331.1,Land,Garcia Group,Kyle Fleming,4534217,Net 60,72806637.0
Madagascar,we,Export,7718,305.87,21-02-2022,Furniture,East Emilymouth,869888,1390.29,Land,Rice-Parker,Maria Johnson,53601259,Net 30,2360705.0
Israel,different,Import,872,9432.42,05-06-2021,Clothing,Aliburgh,399569,1737.97,Air,"Owen, Carlson and Brown",Alyssa Anderson,94821535,Net 30,8225070.0
Ukraine,bar,Import,5754,3415.44,03-12-2020,Toys,North Yvonne,438764,1507.8,Air,Jackson Group,Rachel Charles,28666372,Cash on Delivery,19652442.0
Angola,short,Export,167,2198.09,10-09-2021,Clothing,Lestertown,550546,724.24,Land,Mahoney and Sons,Brandon Graham,18908166,Net 60,367081.0
Tonga,simply,Import,2194,9747.04,12-01-2024,Clothing,Elliottstad,445303,600.59,Sea,Hernandez and Sons,Kent Martin,45979585,Cash on Delivery,21385006.0
Slovenia,base,Import,1856,8863.88,26-03-2023,Furniture,East Tylerfurt,368100,1029.89,Sea,"Moore, Vazquez and Gonzalez",Chad Fisher,31942940,Prepaid,16451361.0
Namibia,through,Export,46,7582.15,10-04-2024,Clothing,Jamesborough,668191,2595.5,Air,Riley-Lane,Nathan Castillo,68141231,Cash on Delivery,348779.0
Congo,same,Export,7925,7268.03,23-11-2019,Electronics,Lake Misty,513731,1792.61,Sea,"Ramos, Johnson and Bailey",Daniel Cohen,16040593,Net 30,57599138.0
Madagascar,green,Export,980,8689.32,17-02-2023,Electronics,East Jessica,726477,1982.26,Air,"Mccoy, Perez and Banks",Joshua Brady,45569286,Prepaid,8515534.0
Greece,challenge,Export,8182,7572.53,27-10-2022,Machinery,South Joel,767555,1671.17,Land,"White, Howard and Young",Catherine Price,61181612,Net 30,61958440.0
Cocos (Keeling) Islands,appear,Import,6519,6755.81,03-07-2023,Machinery,Hubbardmouth,263267,3658.23,Land,Trevino and Sons,Justin Taylor,82965932,Cash on Delivery,44041125.0
San Marino,tree,Import,9425,9827.61,29-12-2020,Clothing,Louisport,262826,4856.3,Land,Smith-Gay,Paul Fox,16376260,Net 30,92625224.0
Pakistan,free,Export,8941,388.87,08-10-2021,Electronics,Lake Michael,105995,739.64,Land,Haley-Martin,Allison Thomas,76354617,Prepaid,3476887.0
Uganda,operation,Import,7494,1033.39,13-06-2023,Electronics,West Johnny,876431,2588.97,Land,Wu PLC,Jessica Chapman,47786701,Net 60,7744225.0
Holy See (Vatican City State),which,Export,8383,5722.64,27-04-2021,Toys,Brandyside,928671,2202.8,Sea,Bennett Inc,Mr. Matthew Clay,62152248,Cash on Delivery,47972891.0
Rwanda,technology,Export,6677,739.87,04-05-2022,Furniture,Singletonville,852068,1716.56,Land,Nguyen-Morris,Erin Kane,99075986,Net 60,4940112.0
Greenland,usually,Import,5856,3891.0,17-10-2022,Machinery,Hutchinsonside,347913,3014.79,Sea,"Nguyen, Robinson and Stevens",Jason Mayer Jr.,98320709,Cash on Delivery,22785696.0
Nauru,interest,Export,1051,6858.45,18-06-2023,Furniture,New Laura,166101,4892.55,Air,"Lamb, Green and Campbell",Dawn Vargas,28250309,Net 30,7208231.0
Dominica,organization,Export,9525,2233.14,15-11-2022,Clothing,New Andreaport,502047,3442.32,Air,Smith Inc,Angela Johnson,60522270,Cash on Delivery,21270658.0
Cote d'Ivoire,same,Import,6037,6534.33,22-03-2020,Toys,Carlsonport,215836,3809.16,Land,Smith-Harrington,Thomas Grant,2817392,Net 30,39447750.0
